Date,Object,Index,Name,NewStat,NewCt,NewTm,Note
01/15/2014 12:54:24.560 AM,DI,4,UNITS RETURNED,1,7472,64057,DI Change
01/15/2014 12:54:26.619 AM,DI,2,FIXTURES CLAMPLED,1,7476,57858,DI Change
01/15/2014 12:54:30.441 AM,DI,1,INDEX COMLPETE,1,7395,23599,DI Change
01/15/2014 12:54:30.461 AM,DI,4,UNITS RETURNED,0,7472,64063,DI Change
01/15/2014 12:54:31.423 AM,DI,2,FIXTURES CLAMPLED,0,7476,57863,DI Change
01/15/2014 12:54:42.343 AM,DI,1,INDEX COMLPETE,0,7395,23611,DI Change
01/15/2014 12:54:42.363 AM,DI,4,UNITS RETURNED,1,7473,64063,DI Change
01/15/2014 12:54:44.421 AM,DI,2,FIXTURES CLAMPLED,1,7477,57863,DI Change
01/15/2014 12:54:48.240 AM,DI,1,INDEX COMLPETE,1,7396,23611,DI Change
01/15/2014 12:54:48.260 AM,DI,4,UNITS RETURNED,0,7473,64069,DI Change
01/15/2014 12:54:49.223 AM,DI,2,FIXTURES CLAMPLED,0,7477,57868,DI Change
01/15/2014 12:55:00.362 AM,DI,1,INDEX COMLPETE,0,7396,23623,DI Change
01/15/2014 12:55:00.473 AM,DI,4,UNITS RETURNED,1,7474,64069,DI Change
01/15/2014 12:55:02.220 AM,DI,2,FIXTURES CLAMPLED,1,7478,57868,DI Change
01/15/2014 12:55:06.150 AM,DI,1,INDEX COMLPETE,1,7397,23623,DI Change
01/15/2014 12:55:06.263 AM,DI,4,UNITS RETURNED,0,7474,64075,DI Change
01/15/2014 12:55:07.136 AM,DI,2,FIXTURES CLAMPLED,0,7478,57873,DI Change
01/15/2014 12:55:18.053 AM,DI,1,INDEX COMLPETE,0,7397,23635,DI Change
01/15/2014 12:55:18.073 AM,DI,4,UNITS RETURNED,1,7475,64075,DI Change
01/15/2014 12:55:20.348 AM,DI,2,FIXTURES CLAMPLED,1,7479,57873,DI Change
01/15/2014 12:55:24.604 AM,DI,1,INDEX COMLPETE,1,7398,23635,DI Change
01/15/2014 12:55:24.623 AM,DI,4,UNITS RETURNED,0,7475,64081,DI Change
01/15/2014 12:55:25.590 AM,DI,2,FIXTURES CLAMPLED,0,7479,57878,DI Change
01/15/2014 12:55:36.842 AM,DI,1,INDEX COMLPETE,0,7398,23647,DI Change
01/15/2014 12:55:36.862 AM,DI,4,UNITS RETURNED,1,7476,64081,DI Change
01/15/2014 12:55:38.366 AM,DI,2,FIXTURES CLAMPLED,1,7480,57878,DI Change
01/15/2014 12:55:42.405 AM,DI,1,INDEX COMLPETE,1,7399,23647,DI Change
01/15/2014 12:55:42.425 AM,DI,4,UNITS RETURNED,0,7476,64087,DI Change
01/15/2014 12:55:43.394 AM,DI,2,FIXTURES CLAMPLED,0,7480,57883,DI Change
01/15/2014 12:55:53.982 AM,DI,1,INDEX COMLPETE,0,7399,23659,DI Change
01/15/2014 12:55:54.094 AM,DI,4,UNITS RETURNED,1,7477,64087,DI Change
01/15/2014 12:55:55.948 AM,DI,2,FIXTURES CLAMPLED,1,7481,57883,DI Change
01/15/2014 12:55:59.774 AM,DI,1,INDEX COMLPETE,1,7400,23659,DI Change
01/15/2014 12:55:59.882 AM,DI,4,UNITS RETURNED,0,7477,64093,DI Change
01/15/2014 12:56:00.754 AM,DI,2,FIXTURES CLAMPLED,0,7481,57888,DI Change
01/15/2014 12:56:11.347 AM,DI,1,INDEX COMLPETE,0,7400,23670,DI Change
01/15/2014 12:56:11.456 AM,DI,4,UNITS RETURNED,1,7478,64093,DI Change
01/15/2014 12:56:13.203 AM,DI,2,FIXTURES CLAMPLED,1,7482,57888,DI Change
01/15/2014 12:56:17.248 AM,DI,1,INDEX COMLPETE,1,7401,23670,DI Change
01/15/2014 12:56:17.267 AM,DI,4,UNITS RETURNED,0,7478,64099,DI Change
01/15/2014 12:56:18.230 AM,DI,2,FIXTURES CLAMPLED,0,7482,57893,DI Change
01/15/2014 12:56:29.254 AM,DI,1,INDEX COMLPETE,0,7401,23682,DI Change
01/15/2014 12:56:29.369 AM,DI,4,UNITS RETURNED,1,7479,64099,DI Change
01/15/2014 12:56:30.893 AM,DI,2,FIXTURES CLAMPLED,1,7483,57893,DI Change
01/15/2014 12:56:34.824 AM,DI,1,INDEX COMLPETE,1,7402,23682,DI Change
01/15/2014 12:56:34.843 AM,DI,4,UNITS RETURNED,0,7479,64104,DI Change
01/15/2014 12:56:35.812 AM,DI,2,FIXTURES CLAMPLED,0,7483,57898,DI Change
01/15/2014 12:56:46.949 AM,DI,1,INDEX COMLPETE,0,7402,23695,DI Change
01/15/2014 12:56:46.964 AM,DI,4,UNITS RETURNED,1,7480,64104,DI Change
01/15/2014 12:56:48.368 AM,DI,2,FIXTURES CLAMPLED,1,7484,57898,DI Change
01/15/2014 12:56:52.191 AM,DI,1,INDEX COMLPETE,1,7403,23695,DI Change
01/15/2014 12:56:52.211 AM,DI,4,UNITS RETURNED,0,7480,64109,DI Change
01/15/2014 12:56:53.171 AM,DI,2,FIXTURES CLAMPLED,0,7484,57902,DI Change
01/15/2014 12:57:04.094 AM,DI,1,INDEX COMLPETE,0,7403,23706,DI Change
01/15/2014 12:57:04.114 AM,DI,4,UNITS RETURNED,1,7481,64109,DI Change
01/15/2014 12:57:06.060 AM,DI,2,FIXTURES CLAMPLED,1,7485,57902,DI Change
01/15/2014 12:57:10.207 AM,DI,1,INDEX COMLPETE,1,7404,23706,DI Change
01/15/2014 12:57:10.227 AM,DI,4,UNITS RETURNED,0,7481,64116,DI Change
01/15/2014 12:57:11.193 AM,DI,2,FIXTURES CLAMPLED,0,7485,57908,DI Change
01/15/2014 12:57:22.112 AM,DI,1,INDEX COMLPETE,0,7404,23718,DI Change
01/15/2014 12:57:22.132 AM,DI,4,UNITS RETURNED,1,7482,64116,DI Change
01/15/2014 12:57:23.968 AM,DI,2,FIXTURES CLAMPLED,1,7486,57908,DI Change
01/15/2014 12:57:27.902 AM,DI,1,INDEX COMLPETE,1,7405,23718,DI Change
01/15/2014 12:57:27.922 AM,DI,4,UNITS RETURNED,0,7482,64121,DI Change
01/15/2014 12:57:28.885 AM,DI,2,FIXTURES CLAMPLED,0,7486,57912,DI Change
01/15/2014 12:57:40.023 AM,DI,1,INDEX COMLPETE,0,7405,23730,DI Change
01/15/2014 12:57:40.043 AM,DI,4,UNITS RETURNED,1,7483,64121,DI Change
01/15/2014 12:57:41.659 AM,DI,2,FIXTURES CLAMPLED,1,7487,57912,DI Change
01/15/2014 12:57:45.370 AM,DI,1,INDEX COMLPETE,1,7406,23730,DI Change
01/15/2014 12:57:45.484 AM,DI,4,UNITS RETURNED,0,7483,64127,DI Change
01/15/2014 12:57:46.361 AM,DI,2,FIXTURES CLAMPLED,0,7487,57917,DI Change
01/15/2014 12:57:57.495 AM,DI,1,INDEX COMLPETE,0,7406,23743,DI Change
01/15/2014 12:57:57.515 AM,DI,4,UNITS RETURNED,1,7484,64127,DI Change
01/15/2014 12:57:59.464 AM,DI,2,FIXTURES CLAMPLED,1,7488,57917,DI Change
01/15/2014 12:58:03.284 AM,DI,1,INDEX COMLPETE,1,7407,23743,DI Change
01/15/2014 12:58:03.398 AM,DI,4,UNITS RETURNED,0,7484,64132,DI Change
01/15/2014 12:58:04.267 AM,DI,2,FIXTURES CLAMPLED,0,7488,57922,DI Change
01/15/2014 12:58:15.405 AM,DI,1,INDEX COMLPETE,0,7407,23755,DI Change
01/15/2014 12:58:15.426 AM,DI,4,UNITS RETURNED,1,7485,64132,DI Change
01/15/2014 12:58:17.260 AM,DI,2,FIXTURES CLAMPLED,1,7489,57922,DI Change
01/15/2014 12:58:21.190 AM,DI,1,INDEX COMLPETE,1,7408,23755,DI Change
01/15/2014 12:58:21.307 AM,DI,4,UNITS RETURNED,0,7485,64138,DI Change
01/15/2014 12:58:22.174 AM,DI,2,FIXTURES CLAMPLED,0,7489,57927,DI Change
01/15/2014 12:58:33.096 AM,DI,1,INDEX COMLPETE,0,7408,23767,DI Change
01/15/2014 12:58:33.206 AM,DI,4,UNITS RETURNED,1,7486,64138,DI Change
01/15/2014 12:58:35.503 AM,DI,2,FIXTURES CLAMPLED,1,7490,57927,DI Change
01/15/2014 12:58:39.536 AM,DI,1,INDEX COMLPETE,1,7409,23767,DI Change
01/15/2014 12:58:39.556 AM,DI,4,UNITS RETURNED,0,7486,64145,DI Change
01/15/2014 12:58:40.521 AM,DI,2,FIXTURES CLAMPLED,0,7490,57932,DI Change
01/15/2014 12:58:51.116 AM,DI,1,INDEX COMLPETE,0,7409,23778,DI Change
01/15/2014 12:58:51.135 AM,DI,4,UNITS RETURNED,1,7487,64145,DI Change
01/15/2014 12:58:53.517 AM,DI,2,FIXTURES CLAMPLED,1,7491,57932,DI Change
01/15/2014 12:58:57.229 AM,DI,1,INDEX COMLPETE,1,7410,23778,DI Change
01/15/2014 12:58:57.249 AM,DI,4,UNITS RETURNED,0,7487,64151,DI Change
01/15/2014 12:58:58.212 AM,DI,2,FIXTURES CLAMPLED,0,7491,57937,DI Change
01/15/2014 12:59:09.137 AM,DI,1,INDEX COMLPETE,0,7410,23790,DI Change
01/15/2014 12:59:09.157 AM,DI,4,UNITS RETURNED,1,7488,64151,DI Change
01/15/2014 12:59:10.774 AM,DI,2,FIXTURES CLAMPLED,1,7492,57937,DI Change
01/15/2014 12:59:14.810 AM,DI,1,INDEX COMLPETE,1,7411,23790,DI Change
01/15/2014 12:59:14.829 AM,DI,4,UNITS RETURNED,0,7488,64156,DI Change
01/15/2014 12:59:15.795 AM,DI,2,FIXTURES CLAMPLED,0,7492,57942,DI Change
01/15/2014 12:59:26.933 AM,DI,1,INDEX COMLPETE,0,7411,23802,DI Change
01/15/2014 12:59:26.953 AM,DI,4,UNITS RETURNED,1,7489,64156,DI Change
01/15/2014 12:59:28.462 AM,DI,2,FIXTURES CLAMPLED,1,7493,57942,DI Change
01/15/2014 12:59:32.283 AM,DI,1,INDEX COMLPETE,1,7412,23802,DI Change
01/15/2014 12:59:32.396 AM,DI,4,UNITS RETURNED,0,7489,64162,DI Change
01/15/2014 12:59:33.266 AM,DI,2,FIXTURES CLAMPLED,0,7493,57946,DI Change
01/15/2014 12:59:44.297 AM,DI,1,INDEX COMLPETE,0,7412,23814,DI Change
01/15/2014 12:59:44.407 AM,DI,4,UNITS RETURNED,1,7490,64162,DI Change
01/15/2014 12:59:46.153 AM,DI,2,FIXTURES CLAMPLED,1,7494,57946,DI Change
01/15/2014 12:59:49.975 AM,DI,1,INDEX COMLPETE,1,7413,23814,DI Change
01/15/2014 12:59:50.086 AM,DI,4,UNITS RETURNED,0,7490,64168,DI Change
01/15/2014 12:59:50.958 AM,DI,2,FIXTURES CLAMPLED,0,7494,57951,DI Change
01/15/2014 01:00:01.659 AM,DI,1,INDEX COMLPETE,0,7413,23826,DI Change
01/15/2014 01:00:01.679 AM,DI,4,UNITS RETURNED,1,7491,64168,DI Change
01/15/2014 01:00:03.955 AM,DI,2,FIXTURES CLAMPLED,1,7495,57951,DI Change
01/15/2014 01:00:07.775 AM,DI,1,INDEX COMLPETE,1,7414,23826,DI Change
01/15/2014 01:00:07.894 AM,DI,4,UNITS RETURNED,0,7491,64174,DI Change
01/15/2014 01:00:08.758 AM,DI,2,FIXTURES CLAMPLED,0,7495,57956,DI Change
01/15/2014 01:00:19.896 AM,DI,1,INDEX COMLPETE,0,7414,23838,DI Change
01/15/2014 01:00:20.011 AM,DI,4,UNITS RETURNED,1,7492,64174,DI Change
01/15/2014 01:00:21.753 AM,DI,2,FIXTURES CLAMPLED,1,7496,57956,DI Change
01/15/2014 01:00:25.799 AM,DI,1,INDEX COMLPETE,1,7415,23838,DI Change
01/15/2014 01:00:25.818 AM,DI,4,UNITS RETURNED,0,7492,64180,DI Change
01/15/2014 01:00:26.779 AM,DI,2,FIXTURES CLAMPLED,0,7496,57961,DI Change
01/15/2014 01:00:37.915 AM,DI,1,INDEX COMLPETE,0,7415,23850,DI Change
01/15/2014 01:00:37.935 AM,DI,4,UNITS RETURNED,1,7493,64180,DI Change
01/15/2014 01:00:39.773 AM,DI,2,FIXTURES CLAMPLED,1,7497,57961,DI Change
01/15/2014 01:00:43.703 AM,DI,1,INDEX COMLPETE,1,7416,23850,DI Change
01/15/2014 01:00:43.722 AM,DI,4,UNITS RETURNED,0,7493,64185,DI Change
01/15/2014 01:00:44.686 AM,DI,2,FIXTURES CLAMPLED,0,7497,57966,DI Change
01/15/2014 01:00:55.389 AM,DI,1,INDEX COMLPETE,0,7416,23862,DI Change
01/15/2014 01:00:55.502 AM,DI,4,UNITS RETURNED,1,7494,64185,DI Change
01/15/2014 01:00:57.906 AM,DI,2,FIXTURES CLAMPLED,1,7498,57966,DI Change
01/15/2014 01:01:01.942 AM,DI,1,INDEX COMLPETE,1,7417,23862,DI Change
01/15/2014 01:01:01.962 AM,DI,4,UNITS RETURNED,0,7494,64192,DI Change
01/15/2014 01:01:02.930 AM,DI,2,FIXTURES CLAMPLED,0,7498,57971,DI Change
01/15/2014 01:01:13.734 AM,DI,1,INDEX COMLPETE,0,7417,23874,DI Change
01/15/2014 01:01:13.754 AM,DI,4,UNITS RETURNED,1,7495,64192,DI Change
01/15/2014 01:01:15.924 AM,DI,2,FIXTURES CLAMPLED,1,7499,57971,DI Change
01/15/2014 01:01:19.851 AM,DI,1,INDEX COMLPETE,1,7418,23874,DI Change
01/15/2014 01:01:19.871 AM,DI,4,UNITS RETURNED,0,7495,64198,DI Change
01/15/2014 01:01:20.839 AM,DI,2,FIXTURES CLAMPLED,0,7499,57976,DI Change
01/15/2014 01:01:31.862 AM,DI,1,INDEX COMLPETE,0,7418,23886,DI Change
01/15/2014 01:01:31.882 AM,DI,4,UNITS RETURNED,1,7496,64198,DI Change
01/15/2014 01:01:33.288 AM,DI,2,FIXTURES CLAMPLED,1,7500,57976,DI Change
01/15/2014 01:01:34.597 AM,DI,3,SPINDLE,0,124,10986,DI Change
01/15/2014 01:03:17.470 AM,DI,3,SPINDLE,1,125,10986,DI Change
01/15/2014 01:03:23.034 AM,DI,1,INDEX COMLPETE,1,7419,23886,DI Change
01/15/2014 01:03:23.055 AM,DI,4,UNITS RETURNED,0,7496,64309,DI Change
01/15/2014 01:03:24.017 AM,DI,2,FIXTURES CLAMPLED,0,7500,58087,DI Change
01/15/2014 01:03:35.160 AM,DI,1,INDEX COMLPETE,0,7419,23898,DI Change
01/15/2014 01:03:35.180 AM,DI,4,UNITS RETURNED,1,7497,64309,DI Change
01/15/2014 01:03:36.686 AM,DI,2,FIXTURES CLAMPLED,1,7501,58087,DI Change
01/15/2014 01:03:40.729 AM,DI,1,INDEX COMLPETE,1,7420,23898,DI Change
01/15/2014 01:03:41.714 AM,DI,2,FIXTURES CLAMPLED,0,7501,58092,DI Change
01/15/2014 01:03:52.849 AM,DI,1,INDEX COMLPETE,0,7420,23910,DI Change
01/15/2014 01:03:54.486 AM,DI,2,FIXTURES CLAMPLED,1,7502,58092,DI Change
01/15/2014 01:03:54.499 AM,DI,4,UNITS RETURNED,1,7498,64315,DI Change
01/15/2014 01:03:58.854 AM,DI,1,INDEX COMLPETE,1,7421,23910,DI Change
01/15/2014 01:03:58.875 AM,DI,4,UNITS RETURNED,0,7498,64319,DI Change
01/15/2014 01:03:59.841 AM,DI,2,FIXTURES CLAMPLED,0,7502,58097,DI Change
01/15/2014 01:04:10.866 AM,DI,1,INDEX COMLPETE,0,7421,23922,DI Change
01/15/2014 01:04:10.886 AM,DI,4,UNITS RETURNED,1,7499,64319,DI Change
01/15/2014 01:04:12.945 AM,DI,2,FIXTURES CLAMPLED,1,7503,58097,DI Change
01/15/2014 01:04:16.873 AM,DI,1,INDEX COMLPETE,1,7422,23922,DI Change
01/15/2014 01:04:16.895 AM,DI,4,UNITS RETURNED,0,7499,64325,DI Change
01/15/2014 01:04:17.857 AM,DI,2,FIXTURES CLAMPLED,0,7503,58102,DI Change
01/15/2014 01:04:28.888 AM,DI,1,INDEX COMLPETE,0,7422,23934,DI Change
01/15/2014 01:04:29.000 AM,DI,4,UNITS RETURNED,1,7500,64325,DI Change
01/15/2014 01:04:31.070 AM,DI,2,FIXTURES CLAMPLED,1,7504,58102,DI Change
01/15/2014 01:04:34.784 AM,DI,1,INDEX COMLPETE,1,7423,23934,DI Change
01/15/2014 01:04:34.895 AM,DI,4,UNITS RETURNED,0,7500,64331,DI Change
01/15/2014 01:04:35.877 AM,DI,2,FIXTURES CLAMPLED,0,7504,58107,DI Change
01/15/2014 01:04:47.019 AM,DI,1,INDEX COMLPETE,0,7423,23946,DI Change
01/15/2014 01:04:47.125 AM,DI,4,UNITS RETURNED,1,7501,64331,DI Change
01/15/2014 01:04:48.871 AM,DI,2,FIXTURES CLAMPLED,1,7505,58107,DI Change
01/15/2014 01:04:52.691 AM,DI,1,INDEX COMLPETE,1,7424,23946,DI Change
01/15/2014 01:04:52.802 AM,DI,4,UNITS RETURNED,0,7501,64337,DI Change
01/15/2014 01:04:53.675 AM,DI,2,FIXTURES CLAMPLED,0,7505,58111,DI Change
01/15/2014 01:05:05.035 AM,DI,1,INDEX COMLPETE,0,7424,23958,DI Change
01/15/2014 01:05:05.055 AM,DI,4,UNITS RETURNED,1,7502,64337,DI Change
01/15/2014 01:05:06.780 AM,DI,2,FIXTURES CLAMPLED,1,7506,58111,DI Change
01/15/2014 01:05:10.711 AM,DI,1,INDEX COMLPETE,1,7425,23958,DI Change
01/15/2014 01:05:10.824 AM,DI,4,UNITS RETURNED,0,7502,64342,DI Change
01/15/2014 01:05:11.694 AM,DI,2,FIXTURES CLAMPLED,0,7506,58116,DI Change
01/15/2014 01:05:22.401 AM,DI,1,INDEX COMLPETE,0,7425,23970,DI Change
01/15/2014 01:05:22.420 AM,DI,4,UNITS RETURNED,1,7503,64342,DI Change
01/15/2014 01:05:24.585 AM,DI,2,FIXTURES CLAMPLED,1,7507,58116,DI Change
01/15/2014 01:05:28.514 AM,DI,1,INDEX COMLPETE,1,7426,23970,DI Change
01/15/2014 01:05:28.626 AM,DI,4,UNITS RETURNED,0,7503,64349,DI Change
01/15/2014 01:05:29.494 AM,DI,2,FIXTURES CLAMPLED,0,7507,58121,DI Change
01/15/2014 01:05:40.310 AM,DI,1,INDEX COMLPETE,0,7426,23982,DI Change
01/15/2014 01:05:40.416 AM,DI,4,UNITS RETURNED,1,7504,64349,DI Change
01/15/2014 01:05:42.162 AM,DI,2,FIXTURES CLAMPLED,1,7508,58121,DI Change
01/15/2014 01:05:46.315 AM,DI,1,INDEX COMLPETE,1,7427,23982,DI Change
01/15/2014 01:05:46.425 AM,DI,4,UNITS RETURNED,0,7504,64355,DI Change
01/15/2014 01:05:47.296 AM,DI,2,FIXTURES CLAMPLED,0,7508,58126,DI Change
01/15/2014 01:05:58.437 AM,DI,1,INDEX COMLPETE,0,7427,23994,DI Change
01/15/2014 01:05:58.544 AM,DI,4,UNITS RETURNED,1,7505,64355,DI Change
01/15/2014 01:05:59.744 AM,DI,2,FIXTURES CLAMPLED,1,7509,58126,DI Change
01/15/2014 01:06:03.896 AM,DI,1,INDEX COMLPETE,1,7428,23994,DI Change
01/15/2014 01:06:04.007 AM,DI,4,UNITS RETURNED,0,7505,64360,DI Change
01/15/2014 01:06:04.988 AM,DI,2,FIXTURES CLAMPLED,0,7509,58132,DI Change
01/15/2014 01:06:16.015 AM,DI,1,INDEX COMLPETE,0,7428,24006,DI Change
01/15/2014 01:06:16.130 AM,DI,4,UNITS RETURNED,1,7506,64360,DI Change
01/15/2014 01:06:17.657 AM,DI,2,FIXTURES CLAMPLED,1,7510,58132,DI Change
01/15/2014 01:06:21.693 AM,DI,1,INDEX COMLPETE,1,7429,24006,DI Change
01/15/2014 01:06:21.806 AM,DI,4,UNITS RETURNED,0,7506,64366,DI Change
01/15/2014 01:06:22.787 AM,DI,2,FIXTURES CLAMPLED,0,7510,58137,DI Change
01/15/2014 01:06:33.597 AM,DI,1,INDEX COMLPETE,0,7429,24018,DI Change
01/15/2014 01:06:33.713 AM,DI,4,UNITS RETURNED,1,7507,64366,DI Change
01/15/2014 01:06:35.675 AM,DI,2,FIXTURES CLAMPLED,1,7511,58137,DI Change
01/15/2014 01:06:39.494 AM,DI,1,INDEX COMLPETE,1,7430,24018,DI Change
01/15/2014 01:06:39.605 AM,DI,4,UNITS RETURNED,0,7507,64372,DI Change
01/15/2014 01:06:40.590 AM,DI,2,FIXTURES CLAMPLED,0,7511,58142,DI Change
01/15/2014 01:06:51.616 AM,DI,1,INDEX COMLPETE,0,7430,24030,DI Change
01/15/2014 01:06:51.733 AM,DI,4,UNITS RETURNED,1,7508,64372,DI Change
01/15/2014 01:06:53.368 AM,DI,2,FIXTURES CLAMPLED,1,7512,58142,DI Change
01/15/2014 01:06:57.296 AM,DI,1,INDEX COMLPETE,1,7431,24030,DI Change
01/15/2014 01:06:57.408 AM,DI,4,UNITS RETURNED,0,7508,64377,DI Change
01/15/2014 01:06:58.389 AM,DI,2,FIXTURES CLAMPLED,0,7512,58147,DI Change
01/15/2014 01:07:09.202 AM,DI,1,INDEX COMLPETE,0,7431,24042,DI Change
01/15/2014 01:07:09.222 AM,DI,4,UNITS RETURNED,1,7509,64377,DI Change
01/15/2014 01:07:11.164 AM,DI,2,FIXTURES CLAMPLED,1,7513,58147,DI Change
01/15/2014 01:07:14.985 AM,DI,1,INDEX COMLPETE,1,7432,24042,DI Change
01/15/2014 01:07:15.103 AM,DI,4,UNITS RETURNED,0,7509,64383,DI Change
01/15/2014 01:07:16.079 AM,DI,2,FIXTURES CLAMPLED,0,7513,58151,DI Change
01/15/2014 01:07:27.113 AM,DI,1,INDEX COMLPETE,0,7432,24054,DI Change
01/15/2014 01:07:27.221 AM,DI,4,UNITS RETURNED,1,7510,64383,DI Change
01/15/2014 01:07:29.077 AM,DI,2,FIXTURES CLAMPLED,1,7514,58151,DI Change
01/15/2014 01:07:33.115 AM,DI,1,INDEX COMLPETE,1,7433,24054,DI Change
01/15/2014 01:07:33.226 AM,DI,4,UNITS RETURNED,0,7510,64389,DI Change
01/15/2014 01:07:34.103 AM,DI,2,FIXTURES CLAMPLED,0,7514,58156,DI Change
01/15/2014 01:07:45.127 AM,DI,1,INDEX COMLPETE,0,7433,24066,DI Change
01/15/2014 01:07:45.238 AM,DI,4,UNITS RETURNED,1,7511,64389,DI Change
01/15/2014 01:07:47.208 AM,DI,2,FIXTURES CLAMPLED,1,7515,58156,DI Change
01/15/2014 01:07:50.915 AM,DI,1,INDEX COMLPETE,1,7434,24066,DI Change
01/15/2014 01:07:51.025 AM,DI,4,UNITS RETURNED,0,7511,64395,DI Change
01/15/2014 01:07:51.900 AM,DI,2,FIXTURES CLAMPLED,0,7515,58161,DI Change
01/15/2014 01:08:03.148 AM,DI,1,INDEX COMLPETE,0,7434,24078,DI Change
01/15/2014 01:08:03.167 AM,DI,4,UNITS RETURNED,1,7512,64395,DI Change
01/15/2014 01:08:04.784 AM,DI,2,FIXTURES CLAMPLED,1,7516,58161,DI Change
01/15/2014 01:08:21.820 AM,DI,1,INDEX COMLPETE,1,7435,24078,DI Change
01/15/2014 01:08:21.936 AM,DI,4,UNITS RETURNED,0,7512,64414,DI Change
01/15/2014 01:08:22.803 AM,DI,2,FIXTURES CLAMPLED,0,7516,58179,DI Change
01/15/2014 01:08:33.832 AM,DI,1,INDEX COMLPETE,0,7435,24090,DI Change
01/15/2014 01:08:33.950 AM,DI,4,UNITS RETURNED,1,7513,64414,DI Change
01/15/2014 01:08:35.472 AM,DI,2,FIXTURES CLAMPLED,1,7517,58179,DI Change
01/15/2014 01:08:39.512 AM,DI,1,INDEX COMLPETE,1,7436,24090,DI Change
01/15/2014 01:08:39.625 AM,DI,4,UNITS RETURNED,0,7513,64419,DI Change
01/15/2014 01:08:40.504 AM,DI,2,FIXTURES CLAMPLED,0,7517,58184,DI Change
01/15/2014 01:08:51.523 AM,DI,1,INDEX COMLPETE,0,7436,24102,DI Change
01/15/2014 01:08:53.162 AM,DI,2,FIXTURES CLAMPLED,1,7518,58184,DI Change
01/15/2014 01:08:57.093 AM,DI,1,INDEX COMLPETE,1,7437,24102,DI Change
01/15/2014 01:08:58.189 AM,DI,2,FIXTURES CLAMPLED,0,7518,58189,DI Change
01/15/2014 01:09:09.329 AM,DI,1,INDEX COMLPETE,0,7437,24114,DI Change
01/15/2014 01:09:09.437 AM,DI,4,UNITS RETURNED,1,7515,64425,DI Change
01/15/2014 01:09:10.854 AM,DI,2,FIXTURES CLAMPLED,1,7519,58189,DI Change
01/15/2014 01:09:14.894 AM,DI,1,INDEX COMLPETE,1,7438,24114,DI Change
01/15/2014 01:09:14.914 AM,DI,4,UNITS RETURNED,0,7515,64430,DI Change
01/15/2014 01:09:15.883 AM,DI,2,FIXTURES CLAMPLED,0,7519,58194,DI Change
01/15/2014 01:09:26.906 AM,DI,1,INDEX COMLPETE,0,7438,24126,DI Change
01/15/2014 01:09:27.020 AM,DI,4,UNITS RETURNED,1,7516,64430,DI Change
01/15/2014 01:09:28.764 AM,DI,2,FIXTURES CLAMPLED,1,7520,58194,DI Change
01/15/2014 01:09:32.915 AM,DI,1,INDEX COMLPETE,1,7439,24126,DI Change
01/15/2014 01:09:33.024 AM,DI,4,UNITS RETURNED,0,7516,64436,DI Change
01/15/2014 01:09:33.900 AM,DI,2,FIXTURES CLAMPLED,0,7520,58199,DI Change
01/15/2014 01:09:44.924 AM,DI,1,INDEX COMLPETE,0,7439,24138,DI Change
01/15/2014 01:09:51.042 AM,DI,2,FIXTURES CLAMPLED,1,7521,58199,DI Change
01/15/2014 01:09:51.055 AM,DI,4,UNITS RETURNED,1,7517,64436,DI Change
01/15/2014 01:09:55.081 AM,DI,1,INDEX COMLPETE,1,7440,24138,DI Change
01/15/2014 01:09:55.102 AM,DI,4,UNITS RETURNED,0,7517,64440,DI Change
01/15/2014 01:09:56.065 AM,DI,2,FIXTURES CLAMPLED,0,7521,58204,DI Change
01/15/2014 01:10:07.095 AM,DI,1,INDEX COMLPETE,0,7440,24150,DI Change
01/15/2014 01:10:07.115 AM,DI,4,UNITS RETURNED,1,7518,64440,DI Change
01/15/2014 01:10:08.954 AM,DI,2,FIXTURES CLAMPLED,1,7522,58204,DI Change
01/15/2014 01:10:12.990 AM,DI,1,INDEX COMLPETE,1,7441,24150,DI Change
01/15/2014 01:10:13.012 AM,DI,4,UNITS RETURNED,0,7518,64446,DI Change
01/15/2014 01:10:13.980 AM,DI,2,FIXTURES CLAMPLED,0,7522,58209,DI Change
01/15/2014 01:10:24.893 AM,DI,1,INDEX COMLPETE,0,7441,24162,DI Change
01/15/2014 01:10:24.913 AM,DI,4,UNITS RETURNED,1,7519,64446,DI Change
01/15/2014 01:10:27.079 AM,DI,2,FIXTURES CLAMPLED,1,7523,58209,DI Change
01/15/2014 01:10:31.015 AM,DI,1,INDEX COMLPETE,1,7442,24162,DI Change
01/15/2014 01:10:31.121 AM,DI,4,UNITS RETURNED,0,7519,64452,DI Change
01/15/2014 01:10:31.997 AM,DI,2,FIXTURES CLAMPLED,0,7523,58214,DI Change
01/15/2014 01:10:43.025 AM,DI,1,INDEX COMLPETE,0,7442,24174,DI Change
01/15/2014 01:10:43.045 AM,DI,4,UNITS RETURNED,1,7520,64452,DI Change
01/15/2014 01:10:45.101 AM,DI,2,FIXTURES CLAMPLED,1,7524,58214,DI Change
01/15/2014 01:10:48.811 AM,DI,1,INDEX COMLPETE,1,7443,24174,DI Change
01/15/2014 01:10:48.921 AM,DI,4,UNITS RETURNED,0,7520,64458,DI Change
01/15/2014 01:10:49.907 AM,DI,2,FIXTURES CLAMPLED,0,7524,58219,DI Change
01/15/2014 01:11:01.041 AM,DI,1,INDEX COMLPETE,0,7443,24186,DI Change
